1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
442	-0.000000	228.623096	0.000000	4.1
443	-0.000000	228.370846	0.000000	4.0
444	-0.000000	228.119336	0.000000	4.1
445	-0.179781	227.868563	0.002231	4.3
446	-0.875192	227.618525	0.004916	4.4
447	-0.000000	227.369216	0.000000	4.1
448	-0.634502	227.120635	0.004877	4.0
449	-0.518709	226.872777	0.004556	4.0
450	-0.794092	226.625638	0.016602	4.3
451	-0.678089	226.379217	0.004779	4.1
452	-0.775744	226.133509	0.005120	4.1
453	-0.100997	225.888510	0.003714	4.1
454	-1.012800	225.644218	0.003963	4.0
455	-0.535284	225.400630	0.006670	4.0
456	-0.000000	225.157741	0.000000	4.2
457	-0.000000	224.915549	0.000000	4.4
458	-0.036857	224.674051	0.002822	4.4
459	-0.000000	224.433242	0.000000	4.7
460	-0.000000	224.193121	0.000000	5.3
461	-0.000000	223.953684	0.000000	4.9
462	-0.736001	223.714927	0.006577	5.9
463	-0.000000	223.476848	0.000000	6.8
464	-0.424454	223.239444	0.006836	5.8
465	-0.770906	223.002710	0.005989	5.4
466	-0.226330	222.766645	0.004293	6.8
467	-0.000000	222.531245	0.000000	5.1
468	-0.006369	222.296508	0.001233	5.0
469	-0.400778	222.062429	0.002471	6.1
470	-0.000000	221.829007	0.000000	4.9
471	-0.499395	221.596238	0.005001	5.4
472	-0.759270	221.364119	0.005853	7.0
473	-0.000000	221.132647	0.000000	4.8
474	-0.398413	220.901820	0.004214	5.2
475	-0.894543	220.671634	0.007771	5.8
476	-0.001675	220.442086	0.000406	4.8
477	-0.623613	220.213174	0.008338	5.6
478	-0.589985	219.984895	0.005801	6.3
479	-0.050255	219.757246	0.000474	5.6
480	-0.000018	219.530224	0.000003	4.6
481	-0.105328	219.303826	0.000355	5.6
482	-0.207271	219.078050	0.003609	5.8
483	-0.648383	218.852893	0.010187	5.1
484	-0.000000	218.628352	0.000000	4.2
485	-0.080542	218.404424	0.002330	4.4
486	-0.848873	218.181106	0.006622	4.0
487	-0.302817	217.958397	0.003968	4.0
488	-0.855071	217.736292	0.006163	4.0
489	-0.000000	217.514790	0.000000	4.0
490	-0.146571	217.293888	0.004044	4.0
491	-0.741726	217.073584	0.013225	4.0
492	-0.221826	216.853873	0.004432	4.1
493	-0.336007	216.634755	0.005498	4.0
494	-0.000000	216.416227	0.000000	4.4
495	-0.449208	216.198285	0.006211	4.3
496	-0.335648	215.980927	0.004842	4.0
497	0.000000	215.764151	0.000000	4.2
498	-0.063594	215.547955	0.000555	4.7
499	-0.000000	215.332335	0.000000	4.2
500	-0.624976	215.117289	0.007524	4.4
501	-0.434723	214.902815	0.006666	4.4
502	-0.000089	214.688911	0.000007	5.3
503	-0.372493	214.475573	0.003647	5.8
504	-0.243738	214.262800	0.003798	6.2
505	-0.360218	214.050588	0.004710	4.9
506	-0.598219	213.838936	0.008291	6.0
507	-0.784950	213.627842	0.013483	5.1
508	-0.719760	213.417302	0.010178	5.9
509	-0.821452	213.207314	0.007384	4.8
510	-0.830143	212.997877	0.007489	6.8
511	-0.000201	212.788987	0.000024	6.0
512	-0.000000	212.580642	0.000000	4.6
513	-0.000000	212.372841	0.000000	4.7
514	-0.410032	212.165581	0.005167	5.6
515	-0.494242	211.958859	0.005287	6.3
516	-0.052594	211.752673	0.000556	4.9
517	-0.669036	211.547021	0.006356	6.2
518	-0.000000	211.341902	0.000000	5.6
519	-0.348934	211.137311	0.008156	4.9
520	-0.723158	210.933248	0.016701	5.3
521	-0.382943	210.729710	0.007471	4.6
522	-0.000000	210.526695	0.000000	5.2
523	-0.572929	210.324200	0.008104	4.9
524	-0.248274	210.122224	0.004835	4.4
525	-0.000000	209.920765	0.000000	4.5
526	-0.326243	209.719820	0.008027	4.5
527	-0.859651	209.519387	0.003609	4.0
528	-0.623374	209.319463	0.004178	4.2
529	-0.264373	209.120048	0.007421	4.1
530	-0.141496	208.921139	0.001442	4.0
531	-0.170586	208.722733	0.001273	4.1
532	-0.000000	208.524829	0.000000	4.0
533	-0.191862	208.327425	0.005313	4.0
534	-0.354373	208.130518	0.005282	4.1
535	-0.000000	207.934107	0.000000	4.2
536	-0.000000	207.738189	0.000000	4.1
537	-0.473159	207.542762	0.004911	4.1
538	-0.778950	207.347825	0.006020	4.3
539	-0.378628	207.153376	0.003468	4.7
540	-0.885515	206.959412	0.012502	4.4
541	-0.360849	206.765932	0.006425	5.2
542	-0.000000	206.572933	0.000000	5.1
543	-0.383281	206.380414	0.002790	4.9
544	-0.518662	206.188373	0.006597	5.7
545	-0.401622	205.996807	0.006055	5.8
546	-0.311926	205.805716	0.008823	6.0
547	-0.588934	205.615096	0.006120	6.9
548	-0.000000	205.424946	0.000000	6.2
549	-0.583212	205.235265	0.006668	5.3
550	-0.000000	205.046050	0.000000	5.6
551	-0.000000	204.857299	0.000000	5.3
552	-0.718910	204.669011	0.008628	4.9
553	-0.625485	204.481184	0.004162	5.4
554	-0.000000	204.293816	0.000000	5.9
555	-0.000001	204.106905	0.000000	5.3
556	-0.000000	203.920449	0.000000	6.3
557	-0.457621	203.734447	0.005996	5.0
558	-0.222778	203.548896	0.002704	5.3
559	-0.209458	203.363795	0.004614	5.6
560	-0.180564	203.179143	0.003328	4.7
561	-0.913407	202.994937	0.004148	5.3
562	-0.695106	202.811176	0.004229	4.6
563	-0.187629	202.627857	0.002562	6.7
564	-0.990179	202.444980	0.011062	4.8
565	-0.000000	202.262543	0.000000	5.4
566	-0.291014	202.080543	0.003013	4.3
567	-0.958894	201.898979	0.008228	4.1
568	-0.371013	201.717849	0.003700	4.0
569	-0.000000	201.537153	0.000000	4.3
570	-0.542304	201.356887	0.005815	4.8
571	-0.512626	201.177050	0.003540	4.6
572	-0.850082	200.997642	0.007098	4.9
573	-0.493181	200.818659	0.008877	4.7
574	-0.000137	200.640100	0.000002	5.8
575	-0.834462	200.461965	0.006379	5.4
576	-0.270962	200.284250	0.003388	4.3
577	-0.494849	200.106955	0.006412	4.2
578	-0.345653	199.930078	0.003953	4.3
579	-0.275524	199.753617	0.002353	4.4
580	-0.459149	199.577571	0.007256	5.0
581	-0.000000	199.401938	0.000000	5.4
582	-0.000000	199.226717	0.000000	6.4
583	-0.003204	199.051905	0.000079	6.0
584	-0.518665	198.877502	0.005398	5.5
585	-0.100973	198.703506	0.000921	4.9
586	-0.807908	198.529916	0.011494	6.1
587	-0.976270	198.356729	0.014355	6.7
588	-0.511326	198.183944	0.009256	5.2
589	-0.286704	198.011560	0.004711	6.2
590	-0.643764	197.839576	0.006531	6.0
591	-0.000000	197.667989	0.000000	5.1
592	-0.647454	197.496798	0.008624	5.1
593	-0.208138	197.326002	0.003794	6.0
594	-0.000000	197.155600	0.000000	6.1
595	-0.178582	196.985589	0.005665	5.2
596	-0.000000	196.815969	0.000000	5.7
597	-0.000000	196.646738	0.000000	5.2
598	-0.788046	196.477894	0.003949	5.2
599	-0.514083	196.309436	0.005076	4.6
600	-0.877584	196.141363	0.006552	5.3
601	-0.000000	195.973673	0.000000	5.4
602	-1.010727	195.806365	0.005108	5.8
603	-0.873738	195.639437	0.006751	4.9
604	-0.353720	195.472888	0.008462	5.3
605	-0.302170	195.306717	0.003616	5.3
606	-0.307563	195.140922	0.004748	4.0
607	-0.683970	194.975501	0.004919	4.1
608	-0.515982	194.810454	0.009556	4.0
609	-0.000000	194.645779	0.000000	4.2
610	-0.452873	194.481475	0.003545	4.4
611	-0.364322	194.317540	0.006505	6.5
612	-0.786047	194.153973	0.005709	5.6
613	-0.000000	193.990773	0.000000	5.6
614	-0.737442	193.827938	0.004329	4.5
615	-0.000000	193.665467	0.000000	4.6
616	-0.000000	193.503358	0.000000	4.9
617	-0.468180	193.341611	0.005256	4.6
618	-0.000000	193.180224	0.000000	5.2
619	-0.000000	193.019196	0.000000	6.8
620	-0.000000	192.858525	0.000000	5.2
621	-0.324848	192.698210	0.008345	6.7
622	-0.000000	192.538251	0.000000	5.5
623	-0.000000	192.378644	0.000000	5.1
624	-0.670240	192.219391	0.010552	5.6
625	-0.863733	192.060488	0.008205	4.6
626	-0.000000	191.901935	0.000000	5.3
627	-0.000000	191.743730	0.000000	6.4
