1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
255	-0.503115	8.322023	13.053278	0.003873	4.4
256	-0.489805	9.226360	12.662740	0.006795	4.6
257	-0.477384	10.112464	12.302097	0.005142	4.1
258	-0.498860	11.112464	11.919002	0.006262	4.4
259	-0.495330	10.185849	12.273148	0.003049	4.8
260	-0.485523	9.476415	12.558844	0.005173	4.8
261	-0.490466	8.777563	12.853588	0.007694	4.7
262	-0.467250	9.777563	12.435960	0.006065	4.1
263	-0.496291	10.777563	12.044616	0.003783	4.1
264	-0.477108	11.685255	11.710128	0.003981	4.1
265	-0.488635	12.684619	11.362709	0.007149	4.1
266	-0.475645	11.764892	11.681666	0.005742	4.1
267	-0.481681	12.764892	11.335695	0.004565	4.1
268	-0.486114	11.839700	11.655055	0.005372	4.0
269	-0.478579	12.839699	11.310637	0.004702	4.0
270	-0.478340	13.839688	10.985992	0.005450	4.1
271	-0.500575	14.836626	10.680373	0.007857	4.0
272	-0.492179	15.836626	10.390434	0.005137	4.0
273	-0.482259	14.910466	10.658412	0.004183	4.0
274	-0.477839	13.983900	10.940705	0.004544	4.0
275	-0.484489	13.063845	11.236210	0.008018	4.1
276	-0.490196	12.746678	11.341814	0.003960	4.1
277	-0.483187	13.744993	11.015933	0.006942	4.3
278	-0.485686	14.744987	10.707754	0.002813	4.3
279	-0.481373	14.074417	10.912470	0.009500	4.4
280	-0.483317	13.168307	11.201858	0.004084	4.2
281	-0.477437	14.168307	10.883337	0.003779	4.2
282	-0.473347	13.265084	11.170220	0.005920	4.2
283	-0.482718	13.988083	10.939397	0.004703	4.2
284	-0.484296	13.061566	11.236962	0.004428	4.5
285	-0.473930	12.375875	11.467820	0.008055	4.6
286	-0.486819	13.375852	11.134227	0.004253	4.5
287	-0.495815	14.375662	10.819544	0.002543	4.4
288	-0.476208	15.350439	10.529406	0.003709	4.7
289	-0.492850	16.328235	10.253593	0.004010	4.3
290	-0.474186	17.327899	9.986160	0.005369	4.6
291	-0.495921	16.434157	10.224580	0.007268	4.6
292	-0.491470	15.507535	10.484097	0.003391	5.0
293	-0.486298	14.582084	10.756777	0.005446	5.0
294	-0.496426	15.570831	10.465951	0.004883	5.9
295	-0.475541	14.644209	10.738028	0.004175	5.0
296	-0.493016	15.644083	10.445030	0.005325	5.0
297	-0.476358	15.583299	10.462384	0.004919	4.3
298	-0.491916	14.656685	10.734271	0.003771	4.2
299	-0.489600	15.633645	10.448006	0.004601	4.2
300	-0.475546	14.714219	10.716979	0.003618	4.6
301	-0.482327	13.793472	11.000585	0.004341	5.0
302	-0.491366	14.792581	10.693516	0.005937	4.7
303	-0.471361	14.078447	10.911217	0.008477	4.6
304	-0.486180	13.151825	11.207264	0.004163	4.9
305	-0.500223	13.668217	11.040329	0.003390	5.0
306	-0.482559	12.744336	11.342601	0.003149	4.7
307	-0.474547	12.187968	11.532750	0.003075	5.0
308	-0.495201	11.273229	11.859629	0.008375	4.6
309	-0.486036	12.256721	11.508908	0.007884	4.6
310	-0.497883	13.199713	11.191571	0.008787	4.3
311	-0.474854	12.273091	11.503245	0.005397	4.4
312	-0.489564	13.037686	11.244846	0.004276	4.2
313	-0.479140	13.575407	11.069965	0.008537	4.1
314	-0.478670	14.575344	10.758815	0.004121	4.0
315	-0.476303	13.648722	11.046541	0.005446	4.1
316	-0.494396	14.240429	10.861063	0.007397	4.1
317	-0.479122	13.313886	11.154334	0.006216	4.0
318	-0.481112	14.307189	10.840527	0.004058	4.0
319	-0.488440	13.431179	11.116335	0.006944	4.1
320	-0.489327	12.517792	11.419264	0.004100	4.0
321	-0.495011	13.517792	11.088442	0.005720	4.0
322	-0.501159	12.775332	11.332192	0.007102	4.0
323	-0.484657	11.849966	11.651413	0.003366	4.1
324	-0.479069	12.849342	11.307414	0.006533	4.1
325	-0.468055	13.848469	10.983224	0.004340	4.1
326	-0.494650	14.848469	10.676844	0.003754	4.1
327	-0.485098	13.956023	10.949430	0.007166	4.2
328	-0.495870	14.949655	10.646793	0.007009	4.7
