1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
44	-1.209900	504.869574	0.022062	5.2
45	-0.033948	502.791916	0.002082	5.4
46	-0.741472	500.736903	0.008599	5.7
47	-1.168073	498.704137	0.018148	7.3
48	-0.719914	496.693228	0.016865	6.8
49	-1.400249	494.703798	0.037229	5.9
50	-1.013630	492.735476	0.010000	6.1
51	0.000000	490.787900	0.000000	6.3
52	-0.255738	488.860718	0.007941	5.5
53	-0.565047	486.953585	0.012357	5.3
54	-0.027345	485.066164	0.001416	5.2
55	-0.655148	483.198126	0.013399	5.5
56	-1.329288	481.349149	0.017253	5.2
57	0.000000	479.518920	0.000000	4.7
58	-0.619844	477.707132	0.017180	5.5
59	-1.151520	475.913485	0.013525	5.3
60	-0.621306	474.137684	0.013096	5.1
61	-1.417162	472.379445	0.047297	5.0
62	0.000000	470.638485	0.000000	4.9
63	-0.513734	468.914531	0.010953	5.2
64	-0.040553	467.207315	0.000545	4.8
65	-0.897971	465.516573	0.024412	6.4
66	-0.923836	463.842050	0.010844	5.4
67	-0.380920	462.183494	0.005494	5.8
68	-0.662629	460.540658	0.013325	6.0
69	-1.122586	458.913303	0.023731	5.2
70	-0.213288	457.301192	0.005113	5.8
71	-0.363338	455.704096	0.010957	5.2
72	-0.381070	454.121787	0.008102	6.0
73	-1.117858	452.554045	0.024071	5.0
74	-1.655695	451.000653	0.036603	6.3
75	-0.996668	449.461399	0.028032	5.8
76	-0.786122	447.936075	0.019000	6.3
77	-0.134213	446.424477	0.004763	7.3
78	-0.275549	444.926406	0.007971	6.1
79	-0.211296	443.441666	0.003875	6.5
80	0.000000	441.970065	0.000000	5.7
81	-0.745738	440.511415	0.010302	6.6
82	-0.752072	439.065533	0.009836	6.5
83	-0.113169	437.632238	0.005611	4.9
84	-0.818929	436.211351	0.015871	4.9
85	-0.422921	434.802701	0.007836	5.1
86	-1.141186	433.406117	0.015562	4.6
87	-0.326023	432.021430	0.007667	5.7
88	0.000000	430.648479	0.000000	4.6
89	-0.695634	429.287101	0.012282	5.4
90	-1.164422	427.937140	0.014516	5.8
91	-0.728816	426.598440	0.016435	5.0
92	-0.382183	425.270849	0.009313	4.9
93	0.000000	423.954220	0.000000	4.9
94	-0.377776	422.648404	0.009524	5.2
95	-0.046754	421.353259	0.006562	5.9
96	-0.745517	420.068643	0.017419	5.8
97	-0.000000	418.794419	0.000002	5.9
98	-0.467018	417.530451	0.010279	5.6
99	-0.662858	416.276604	0.016802	5.4
100	-0.239632	415.032748	0.005749	4.8
101	-1.039824	413.798754	0.021635	5.4
102	-1.112986	412.574495	0.010439	5.2
103	-0.987928	411.359849	0.009833	5.3
104	-0.328886	410.154691	0.011649	6.0
105	-0.707121	408.958904	0.012109	6.5
106	-0.000000	407.772368	0.000000	5.2
107	-0.588802	406.594968	0.010828	6.1
108	0.000000	405.426590	0.000000	5.6
109	0.000000	404.267122	0.000000	5.2
110	-0.501555	403.116456	0.010815	5.2
111	-0.447267	401.974481	0.005427	5.2
112	0.000000	400.841093	0.000000	5.2
113	-0.523995	399.716187	0.009394	5.3
114	0.000000	398.599660	0.000000	5.2
115	-0.066185	397.491411	0.004167	4.6
116	-0.379198	396.391342	0.007837	5.1
117	-0.271302	395.299353	0.012565	5.1
118	-0.569440	394.215350	0.017018	5.0
119	-0.732638	393.139238	0.019483	5.1
120	-0.495443	392.070924	0.011677	5.0
121	-0.629579	391.010316	0.019294	5.5
122	-0.474025	389.957325	0.006726	4.6
123	-0.625206	388.911862	0.009873	5.5
124	-1.162292	387.873839	0.013041	5.3
125	-1.334016	386.843173	0.035130	5.0
126	-0.181407	385.819777	0.006364	6.1
127	-0.926115	384.803569	0.011502	7.0
128	-0.717754	383.794468	0.009994	5.3
129	-0.226432	382.792393	0.005658	5.3
130	-0.550355	381.797264	0.005502	5.1
131	0.000000	380.809005	0.000000	4.3
132	-0.663882	379.827537	0.012175	6.1
133	-1.192878	378.852786	0.018041	5.3
134	0.000000	377.884678	0.000000	6.3
135	0.000000	376.923138	0.000000	5.5
136	-0.210610	375.968095	0.008473	6.4
137	-0.578269	375.019479	0.004162	5.5
138	-0.232405	374.077218	0.006236	5.4
139	-1.030910	373.141244	0.014317	5.1
140	-0.520665	372.211489	0.008847	4.8
141	-0.760703	371.287887	0.022182	5.9
142	-0.465459	370.370370	0.008628	6.9
143	0.000000	369.458876	0.000000	5.1
144	-0.588615	368.553338	0.014193	5.0
145	-0.766541	367.653696	0.013687	4.8
146	-0.717678	366.759885	0.010106	5.4
147	-0.314306	365.871846	0.014521	4.4
148	-0.886823	364.989518	0.016618	5.1
149	-0.514952	364.112841	0.014357	5.1
150	-0.808150	363.241757	0.029099	5.5
151	-0.795607	362.376208	0.006265	5.2
152	0.000000	361.516137	0.000000	5.2
153	-0.844688	360.661488	0.011963	5.1
154	-0.489815	359.812206	0.016616	5.0
155	-0.570084	358.968236	0.011104	5.0
156	-0.768088	358.129524	0.017242	5.9
157	-1.048666	357.296018	0.012506	6.2
158	-0.059715	356.467665	0.004263	6.8
159	0.000000	355.644414	0.000000	4.7
160	-0.451694	354.826213	0.006475	5.4
161	-0.660972	354.013012	0.008733	5.1
162	-1.160447	353.204763	0.020786	5.1
163	-0.574941	352.401415	0.010509	5.2
164	-0.721676	351.602922	0.012040	6.7
165	-0.827476	350.809235	0.011918	6.8
166	0.000000	350.020308	0.000000	6.5
167	-0.561116	349.236095	0.010964	7.2
168	-0.969501	348.456550	0.016265	6.8
169	-0.603704	347.681627	0.010519	5.8
170	-1.059335	346.911283	0.013350	5.8
171	-0.555145	346.145474	0.010019	5.7
172	-1.128194	345.384157	0.011167	5.0
173	-0.058169	344.627288	0.004538	4.9
174	-0.834896	343.874826	0.009298	5.0
175	-0.886130	343.126729	0.016754	5.1
176	-0.236420	342.382957	0.006839	5.0
177	-0.834014	341.643469	0.006949	4.9
178	0.000000	340.908224	0.000000	3.9
179	-0.973496	340.177184	0.017492	5.3
180	0.000000	339.450309	0.000000	4.2
181	0.000000	338.727561	0.000000	4.5
182	-0.299110	338.008902	0.013235	5.1
183	-0.859645	337.294295	0.015181	5.3
184	-0.699572	336.583703	0.014284	5.1
185	-0.420754	335.877089	0.009569	6.1
186	0.000000	335.174416	0.000000	5.9
187	-0.784080	334.475651	0.023501	5.5
188	0.000000	333.780756	0.000000	6.0
189	0.000000	333.089698	0.000000	5.4
190	-0.569496	332.402443	0.015608	5.5
191	-1.119424	331.718955	0.012121	4.5
192	-1.175051	331.039203	0.018306	5.6
193	-0.370550	330.363153	0.005176	5.5
194	-1.009668	329.690771	0.021100	5.7
195	-0.708598	329.022027	0.023217	5.9
196	0.000000	328.356888	0.000000	6.2
197	-0.124832	327.695322	0.004549	6.2
198	-0.708228	327.037299	0.017947	6.5
199	-0.381068	326.382787	0.005332	5.7
200	-0.454491	325.731758	0.006404	6.4
201	-0.980100	325.084179	0.023035	5.5
202	-0.792481	324.440023	0.012539	5.1
203	-0.559964	323.799258	0.020220	5.5
204	-0.235779	323.161858	0.007264	5.5
205	-0.464626	322.527792	0.008382	4.6
206	-0.202514	321.897034	0.004229	5.5
207	-0.848917	321.269554	0.011264	5.1
208	-1.005478	320.645325	0.018664	5.0
209	-0.699653	320.024320	0.010467	5.1
210	-0.563239	319.406512	0.016721	5.1
211	-0.731361	318.791875	0.026160	5.5
212	-0.914698	318.180381	0.015780	5.0
213	-0.702170	317.572005	0.008809	5.5
214	-0.996083	316.966721	0.018214	6.0
215	-0.859253	316.364504	0.017805	5.0
216	0.000000	315.765329	0.000000	5.4
217	-1.205800	315.169170	0.015378	5.1
218	-0.000000	314.576003	0.000000	5.6
219	-0.747863	313.985804	0.010688	5.9
220	-0.649703	313.398548	0.014834	5.7
221	-0.816228	312.814213	0.017199	4.8
222	-0.897630	312.232773	0.022751	5.5
223	-0.004052	311.654207	0.002938	5.9
224	-1.127669	311.078491	0.018127	5.7
225	-0.147897	310.505602	0.003976	5.5
226	-0.740529	309.935518	0.013790	6.3
227	-0.720577	309.368217	0.018264	6.7
228	-0.943001	308.803676	0.018844	6.3
229	-0.277188	308.241874	0.009234	6.7
230	-0.239295	307.682789	0.005685	5.7
231	-0.588121	307.126400	0.019624	5.8
232	-0.775061	306.572687	0.016208	5.1
233	-0.680936	306.021627	0.011001	4.7
234	-0.285028	305.473201	0.007776	5.1
235	0.000000	304.927388	0.000000	5.3
236	-0.000000	304.384168	0.000000	4.7
237	-1.681854	303.843521	0.041636	4.6
238	-0.809495	303.305427	0.011857	5.3
239	-1.073661	302.769867	0.022799	5.4
240	-0.275210	302.236821	0.004409	5.3
241	-1.240578	301.706270	0.030138	4.9
242	-0.520176	301.178196	0.021442	5.5
243	-0.072589	300.652580	0.003159	6.4
244	-0.959829	300.129402	0.019783	5.8
245	-0.250742	299.608645	0.005600	5.2
246	-0.155773	299.090291	0.004337	5.3
247	0.000000	298.574321	0.000000	5.2
248	-0.504166	298.060718	0.009027	5.1
249	0.000000	297.549465	0.000000	6.3
250	0.000000	297.040543	0.000000	5.5
251	-1.031790	296.533936	0.015689	5.2
252	-0.000000	296.029626	0.000000	4.3
253	0.000000	295.527597	0.000000	4.4
254	-0.310418	295.027832	0.008931	5.5
255	-1.236806	294.530315	0.017592	5.3
256	-0.873433	294.035028	0.025383	5.2
257	0.000000	293.541956	0.000000	5.8
258	-0.452478	293.051083	0.027124	6.1
259	-0.628753	292.562393	0.016073	5.9
260	0.000000	292.075870	0.000000	5.3
261	0.000000	291.591498	0.000000	4.8
262	-0.784292	291.109263	0.013326	6.2
263	-0.484400	290.629149	0.011446	5.3
264	-0.406532	290.151140	0.011054	5.2
265	-0.477347	289.675222	0.014314	5.1
266	-0.774399	289.201380	0.009793	5.1
267	-0.594954	288.729600	0.006283	4.5
268	-0.910502	288.259866	0.017545	4.9
269	-0.505292	287.792165	0.009540	5.2
270	-0.653208	287.326481	0.013683	4.6
271	-0.598835	286.862802	0.018826	5.4
272	-0.940818	286.401113	0.016854	7.0
273	-0.250700	285.941400	0.005522	5.9
274	-0.699517	285.483649	0.015143	5.4
275	-1.554240	285.027847	0.013555	5.6
276	-0.597241	284.573981	0.011795	6.1
277	0.000000	284.122037	0.000000	5.5
278	-1.101277	283.672002	0.020843	6.0
279	-0.019706	283.223863	0.003685	5.6
280	-0.629884	282.777607	0.014163	5.6
281	-0.038135	282.333221	0.001608	5.7
282	-0.072456	281.890692	0.003978	5.4
283	-0.582669	281.450008	0.012161	5.4
284	-0.392210	281.011157	0.013077	5.5
285	-0.939342	280.574125	0.024472	5.2
286	-0.319454	280.138901	0.003707	5.2
287	-0.766658	279.705473	0.013560	5.7
288	-0.148679	279.273829	0.004978	5.8
289	0.000000	278.843956	0.000000	5.3
290	-0.690045	278.415844	0.015215	6.2
291	-0.560114	277.989479	0.013377	6.1
292	-0.708124	277.564851	0.007822	4.5
293	-1.373014	277.141949	0.036183	5.2
294	-0.827490	276.720761	0.021333	5.5
295	-0.837999	276.301275	0.018224	5.4
296	-0.577000	275.883480	0.010588	5.1
297	-0.520090	275.467366	0.012784	4.8
298	-0.389872	275.052922	0.005134	5.3
299	-0.280637	274.640136	0.008910	5.1
300	-0.790765	274.228998	0.011758	5.3
301	-0.744464	273.819497	0.012727	5.9
302	-0.013914	273.411623	0.002351	5.0
303	-0.422953	273.005365	0.015105	5.9
304	-0.683599	272.600712	0.013335	5.6
305	-0.406547	272.197655	0.006351	5.0
306	-0.938452	271.796184	0.029072	5.2
307	-0.000000	271.396287	0.000000	5.1
308	0.000000	270.997956	0.000000	5.5
309	-0.606379	270.601180	0.027327	6.3
310	-0.592606	270.205949	0.017314	5.9
311	-0.591815	269.812254	0.024437	4.8
312	-1.246898	269.420085	0.022176	5.2
313	-0.563960	269.029432	0.009027	5.1
314	-0.205981	268.640287	0.009345	4.6
315	-0.434248	268.252638	0.010510	5.0
316	0.000000	267.866478	0.000000	5.4
317	-1.117394	267.481796	0.017501	5.0
318	-0.907032	267.098584	0.009750	5.5
319	-0.658127	266.716833	0.010066	5.3
320	-0.443619	266.336533	0.007159	5.6
321	-0.939660	265.957676	0.018325	6.4
322	-0.698430	265.580253	0.007678	4.7
323	-0.968413	265.204254	0.016753	4.8
324	-0.324554	264.829672	0.006221	5.6
325	-0.392338	264.456497	0.009772	5.3
326	-0.617765	264.084721	0.012872	5.3
327	-0.859041	263.714335	0.022002	5.5
328	0.000000	263.345332	0.000000	5.1
329	-0.608657	262.977702	0.008843	4.9
330	-0.564222	262.611438	0.012561	5.3
331	0.000000	262.246531	0.000000	6.2
332	-0.868110	261.882973	0.030146	5.4
333	-0.524262	261.520756	0.009566	5.3
334	-0.735274	261.159871	0.018527	5.1
335	-1.014109	260.800312	0.017092	4.9
336	-0.802313	260.442070	0.017030	7.1
337	-0.891081	260.085137	0.012825	4.8
338	-0.233457	259.729505	0.004220	5.9
339	0.000000	259.375167	0.000000	5.6
340	-0.993197	259.022116	0.027158	5.8
341	-1.107074	258.670343	0.018180	5.9
342	-0.843041	258.319841	0.012115	5.1
343	-0.910170	257.970602	0.017888	5.1
344	0.000000	257.622620	0.000000	5.0
345	-1.175205	257.275887	0.030166	5.0
346	-0.599267	256.930396	0.009255	5.0
347	-0.765387	256.586139	0.008404	5.1
348	-0.860635	256.243109	0.028888	5.4
349	-0.348505	255.901300	0.006380	5.5
350	0.000000	255.560703	0.000000	6.0
351	-0.141696	255.221313	0.006903	5.1
352	0.000000	254.883122	0.000000	5.1
353	-1.512562	254.546124	0.043111	4.8
354	-0.956174	254.210311	0.007372	5.0
355	0.000000	253.875677	0.000000	4.8
356	0.000000	253.542215	0.000000	6.1
357	-0.835811	253.209918	0.010081	6.3
358	-1.039739	252.878781	0.024943	6.1
359	-1.306811	252.548795	0.028706	5.6
360	-0.939054	252.219956	0.017900	5.7
361	-0.556086	251.892255	0.012415	5.5
362	-0.572048	251.565688	0.010795	6.1
363	-1.171468	251.240247	0.015502	6.1
364	-1.057768	250.915926	0.012045	5.2
365	0.000000	250.592720	0.000000	6.2
366	0.000000	250.270621	0.000000	5.5
367	0.000000	249.949624	0.000000	4.9
368	0.000000	249.629723	0.000000	5.5
369	-0.418674	249.310911	0.005121	5.6
370	-0.539576	248.993182	0.006556	5.3
371	-0.695477	248.676531	0.014260	5.6
372	-0.096378	248.360952	0.002223	5.8
373	-1.140413	248.046438	0.017197	4.6
374	-1.057467	247.732984	0.025893	5.8
375	-0.401292	247.420584	0.007449	4.8
376	-0.747602	247.109233	0.019985	5.2
377	-0.869454	246.798924	0.014755	5.6
378	-0.864823	246.489652	0.016905	5.2
379	-1.008563	246.181412	0.014298	5.3
380	-0.727618	245.874197	0.014648	4.9
381	-0.632372	245.568002	0.012182	5.1
382	-0.975107	245.262822	0.020232	4.6
383	-0.979896	244.958652	0.012059	5.6
384	-0.666765	244.655485	0.020718	5.5
385	-0.700245	244.353317	0.007650	4.9
386	-0.818842	244.052142	0.020200	5.4
387	-0.316272	243.751955	0.006348	6.0
388	0.000000	243.452750	0.000000	6.6
389	-0.178670	243.154523	0.003789	6.9
390	-0.525111	242.857268	0.007624	5.9
391	-1.165929	242.560980	0.018226	5.9
392	0.000000	242.265654	0.000000	5.3
393	-0.580353	241.971285	0.013025	5.6
394	-0.617058	241.677868	0.013262	5.8
395	-0.413194	241.385397	0.005867	5.8
396	0.000000	241.093869	0.000000	4.8
397	0.000000	240.803278	0.000000	5.6
398	-0.832341	240.513619	0.013300	5.4
399	-0.660629	240.224887	0.010240	5.9
400	-1.031060	239.937077	0.020527	5.7
401	-0.885393	239.650186	0.023462	5.3
402	-0.734092	239.364207	0.007039	6.2
403	-0.546533	239.079136	0.005090	5.4
404	-1.138461	238.794969	0.020450	5.9
405	-0.667059	238.511701	0.011121	5.1
406	-1.079403	238.229327	0.012536	5.1
407	-0.425570	237.947843	0.003274	5.5
408	0.000000	237.667244	0.000000	5.3
409	-1.043851	237.387526	0.019471	5.6
410	-0.684864	237.108684	0.012516	5.3
411	-0.266382	236.830714	0.006942	4.9
412	-0.806376	236.553610	0.010293	5.2
413	-0.791776	236.277370	0.010420	5.4
414	-0.197762	236.001989	0.006905	6.1
415	-0.757241	235.727461	0.008039	6.7
416	-0.849815	235.453784	0.008184	6.1
417	-0.680417	235.180952	0.017615	7.6
418	0.000000	234.908962	0.000000	6.0
419	-0.907852	234.637809	0.013790	6.6
420	-0.677885	234.367488	0.008991	5.9
421	-0.655012	234.097997	0.009064	5.4
422	-0.910323	233.829331	0.011728	6.5
423	-0.704985	233.561485	0.013422	6.3
424	-1.088223	233.294456	0.016308	5.1
425	0.000000	233.028239	0.000000	5.1
426	-0.255835	232.762831	0.006639	4.9
427	-0.524877	232.498228	0.006446	5.0
428	-1.001526	232.234425	0.022771	6.4
429	-1.278217	231.971419	0.008517	5.2
430	-0.751397	231.709205	0.012627	5.2
431	-1.109702	231.447781	0.021214	5.9
432	-0.889304	231.187141	0.011882	6.2
433	-0.654117	230.927283	0.014027	4.6
434	-0.327290	230.668202	0.006072	5.4
435	-0.224828	230.409895	0.005751	4.4
436	-0.675755	230.152358	0.018023	6.1
437	-0.467613	229.895587	0.033009	5.5
438	-0.506784	229.639578	0.007057	5.8
439	0.000000	229.384329	0.000000	5.3
440	-1.219828	229.129834	0.022539	5.0
441	-0.281583	228.876091	0.004454	5.8
442	0.000000	228.623096	0.000000	5.6
443	-0.034714	228.370846	0.001450	6.1
444	-0.653639	228.119336	0.014427	5.3
445	-0.182241	227.868563	0.006742	5.2
446	-1.107097	227.618525	0.028691	6.3
447	-0.233595	227.369216	0.006049	5.5
448	-1.514208	227.120635	0.027799	6.3
449	-0.881627	226.872777	0.020829	6.8
450	-0.447108	226.625638	0.005973	6.0
451	-1.222110	226.379217	0.013446	6.4
452	-1.096241	226.133509	0.014039	5.4
453	-0.407369	225.888510	0.010103	5.2
454	-1.110283	225.644218	0.013621	4.7
455	-0.613131	225.400630	0.012239	5.3
456	-0.039766	225.157741	0.000424	5.1
457	0.000000	224.915549	0.000000	5.7
458	-0.559534	224.674051	0.010309	6.0
459	0.000000	224.433242	0.000000	3.8
460	-0.003997	224.193121	0.000884	4.7
461	-0.000000	223.953684	0.000000	5.2
462	-0.658866	223.714927	0.014717	5.8
463	-0.000156	223.476848	0.000000	6.3
464	-0.327012	223.239444	0.009337	5.7
465	-0.672988	223.002710	0.007600	5.5
466	-0.226101	222.766645	0.004272	5.0
467	-0.000012	222.531245	0.000015	5.3
468	-0.915439	222.296508	0.013304	5.1
469	-0.847856	222.062429	0.011384	5.1
470	0.000000	221.829007	0.000000	4.5
471	-0.667477	221.596238	0.006531	5.7
472	-0.570318	221.364119	0.013156	5.9
473	0.000000	221.132647	0.000000	5.2
474	-0.665447	220.901820	0.008035	5.7
475	-0.872510	220.671634	0.020796	5.6
476	-0.786827	220.442086	0.013282	5.2
477	-0.127659	220.213174	0.004544	5.4
478	-0.956723	219.984895	0.009449	5.6
479	-1.121078	219.757246	0.018846	5.9
480	-0.823449	219.530224	0.007257	6.3
481	-0.382510	219.303826	0.008086	6.1
482	-0.866019	219.078050	0.026238	5.7
483	-0.208188	218.852893	0.007491	5.0
484	-0.699390	218.628352	0.017822	5.1
485	-0.309811	218.404424	0.009886	5.7
486	-0.404098	218.181106	0.011991	6.6
487	-0.230567	217.958397	0.007941	5.2
488	-0.497184	217.736292	0.015783	6.0
489	-0.383618	217.514790	0.014989	5.5
490	-0.535412	217.293888	0.008598	5.1
491	-0.739194	217.073584	0.020908	4.9
492	-0.762280	216.853873	0.007208	5.7
493	-0.448173	216.634755	0.011057	5.9
494	-0.190547	216.416227	0.005838	5.6
495	-0.376038	216.198285	0.006522	5.0
496	-0.496434	215.980927	0.023561	5.1
497	0.000000	215.764151	0.000000	5.4
498	-0.104338	215.547955	0.004686	5.2
499	-0.007558	215.332335	0.000398	5.5
500	-1.171855	215.117289	0.021845	5.7
501	-0.624337	214.902815	0.011629	5.2
502	-0.917734	214.688911	0.014878	5.5
503	-0.645736	214.475573	0.025917	5.4
504	-0.756708	214.262800	0.009916	5.5
505	-0.635887	214.050588	0.012482	5.1
506	-0.674324	213.838936	0.012556	4.9
507	-0.261660	213.627842	0.004886	6.0
508	-1.178170	213.417302	0.024889	6.1
509	-0.670093	213.207314	0.010599	5.8
510	-0.920658	212.997877	0.009649	6.0
511	-1.136120	212.788987	0.018818	5.1
512	-0.101582	212.580642	0.003919	4.7
513	-0.008204	212.372841	0.000296	5.2
514	-0.315875	212.165581	0.007651	5.2
515	-0.402054	211.958859	0.010559	6.8
516	-0.333430	211.752673	0.008080	4.8
517	-0.959690	211.547021	0.010689	5.4
518	0.000000	211.341902	0.000000	6.1
519	-0.425690	211.137311	0.012288	5.7
520	-0.416686	210.933248	0.006464	5.1
521	-0.652531	210.729710	0.014533	4.8
522	-1.315311	210.526695	0.018668	5.6
523	-0.606369	210.324200	0.009227	6.1
524	-1.027060	210.122224	0.022670	5.9
525	0.000000	209.920765	0.000000	4.9
526	-0.603264	209.719820	0.009030	5.4
527	-0.968285	209.519387	0.022313	5.3
528	-0.714070	209.319463	0.015084	5.1
529	-0.491659	209.120048	0.008397	5.4
530	-0.128197	208.921139	0.005941	7.0
531	-0.252626	208.722733	0.005836	5.7
532	-0.000000	208.524829	0.000000	5.4
533	-1.542328	208.327425	0.037099	4.5
534	-0.344689	208.130518	0.006166	4.8
535	-0.706553	207.934107	0.015902	5.3
536	-0.104923	207.738189	0.003181	5.4
537	-1.148541	207.542762	0.012048	5.8
538	-0.693943	207.347825	0.010882	5.7
539	-1.062533	207.153376	0.016610	6.3
540	-0.673087	206.959412	0.009904	5.3
541	-0.498587	206.765932	0.013922	5.1
542	-0.002969	206.572933	0.000050	5.7
543	-0.653959	206.380414	0.012827	5.8
544	-0.966420	206.188373	0.011910	5.7
545	-0.458569	205.996807	0.006975	5.2
546	-0.424989	205.805716	0.019926	6.3
547	-1.274755	205.615096	0.013150	5.6
548	-0.485388	205.424946	0.005647	5.5
549	-0.518900	205.235265	0.012388	6.5
550	0.000000	205.046050	0.000000	5.0
551	0.000000	204.857299	0.000000	4.6
552	-0.433759	204.669011	0.011817	5.2
553	-0.839975	204.481184	0.003503	6.0
554	-0.403342	204.293816	0.008615	5.6
555	-0.437364	204.106905	0.009337	5.0
556	-0.238010	203.920449	0.021507	4.6
557	-0.594901	203.734447	0.006628	5.4
558	-0.414223	203.548896	0.003490	5.5
559	-0.578226	203.363795	0.011551	5.9
560	-0.948834	203.179143	0.021968	6.0
561	-0.993833	202.994937	0.010573	6.0
562	-1.291068	202.811176	0.012006	4.8
563	-0.580615	202.627857	0.022727	5.3
564	-0.935419	202.444980	0.013324	5.5
565	-0.344655	202.262543	0.005281	6.4
566	-0.425798	202.080543	0.007137	5.8
567	-0.624086	201.898979	0.011731	4.8
568	-0.940964	201.717849	0.012039	5.7
569	-0.213300	201.537153	0.004995	5.9
570	-0.461249	201.356887	0.010112	5.8
571	-0.586435	201.177050	0.014553	5.2
572	-0.849945	200.997642	0.017057	4.7
573	-0.383458	200.818659	0.006349	5.4
574	-0.245811	200.640100	0.008333	6.2
575	-1.009185	200.461965	0.013659	5.9
576	-0.727393	200.284250	0.021918	5.6
577	-0.574754	200.106955	0.007606	6.2
578	-1.290827	199.930078	0.014355	6.8
579	-0.945840	199.753617	0.013380	6.2
580	-0.765057	199.577571	0.010917	4.8
581	-0.000000	199.401938	0.000000	5.4
582	0.000000	199.226717	0.000000	3.9
583	-0.273312	199.051905	0.005817	5.0
584	-0.741096	198.877502	0.014042	5.0
585	-1.055869	198.703506	0.013299	5.1
586	-1.331060	198.529916	0.026039	5.7
587	-0.925893	198.356729	0.012797	6.1
588	-0.665517	198.183944	0.011375	5.5
589	-0.312969	198.011560	0.012700	5.4
590	-1.248747	197.839576	0.010542	7.0
591	-0.112087	197.667989	0.004453	5.4
592	-0.923528	197.496798	0.014891	5.0
593	-0.321886	197.326002	0.004528	5.4
594	-0.000000	197.155600	0.000000	6.3
595	-0.612581	196.985589	0.011209	8.3
596	-0.797389	196.815969	0.007361	6.1
597	-0.029552	196.646738	0.004150	5.1
598	-1.092463	196.477894	0.014516	5.1
599	-0.788799	196.309436	0.006995	5.0
600	-0.902085	196.141363	0.014164	5.0
601	0.000000	195.973673	0.000000	4.8
602	-1.094906	195.806365	0.024966	6.0
603	-0.592172	195.639437	0.011844	7.1
604	-0.389871	195.472888	0.012850	5.5
605	-0.878391	195.306717	0.015954	5.2
606	-0.572064	195.140922	0.008188	5.8
607	-0.381269	194.975501	0.005580	6.0
608	-0.725689	194.810454	0.010304	6.1
609	-0.853140	194.645779	0.006584	5.5
610	-0.999532	194.481475	0.010454	5.2
611	-0.730369	194.317540	0.011582	5.3
612	-0.569100	194.153973	0.015979	5.1
613	-0.000000	193.990773	0.000000	4.4
614	-0.545639	193.827938	0.007608	5.0
615	0.000000	193.665467	0.000000	5.9
616	-0.809799	193.503358	0.020776	5.9
617	-0.832099	193.341611	0.010904	5.0
618	-1.153875	193.180224	0.019029	5.6
619	0.000000	193.019196	0.000000	5.6
620	0.000000	192.858525	0.000000	6.0
621	-0.627601	192.698210	0.023288	6.5
622	0.000000	192.538251	0.000000	5.0
623	-0.100603	192.378644	0.001563	6.4
624	-0.275441	192.219391	0.006836	5.9
625	-0.797800	192.060488	0.020168	5.8
626	-0.344736	191.901935	0.006795	4.7
627	-1.072637	191.743730	0.028010	4.7
628	0.000000	191.585873	0.000000	5.1
629	-0.742957	191.428362	0.009868	5.0
630	-0.635909	191.271196	0.008634	5.1
631	-0.297219	191.114374	0.008150	5.1
632	-0.531825	190.957893	0.005845	5.8
633	-0.031301	190.801755	0.002736	5.5
634	0.000000	190.645956	0.000000	5.2
635	-0.322526	190.490495	0.005121	4.7
