1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
391	-0.538530	242.560980	0.010446	5.4
392	-0.470385	242.265654	0.005381	6.4
393	-0.448753	241.971285	0.013221	6.2
394	-0.449657	241.677868	0.006253	6.1
395	-0.829973	241.385397	0.015503	5.3
396	-1.428743	241.093869	0.007791	5.1
397	-0.841128	240.803278	0.009159	5.3
398	-0.004676	240.513619	0.000239	4.9
399	-0.662761	240.224887	0.019778	4.9
400	-0.347280	239.937077	0.008807	4.9
401	-0.558779	239.650186	0.021207	5.0
402	-0.790211	239.364207	0.010701	4.9
403	-0.524077	239.079136	0.018854	5.6
404	-1.694812	238.794969	0.012969	6.1
405	-0.608630	238.511701	0.012946	5.8
406	-0.000000	238.229327	0.000000	4.9
407	-1.044861	237.947843	0.009554	5.8
408	-0.823783	237.667244	0.013796	5.8
409	-0.005979	237.387526	0.000140	5.1
410	-0.678587	237.108684	0.017564	4.8
411	-0.364341	236.830714	0.011899	4.1
412	-0.701043	236.553610	0.008256	5.3
413	-0.538839	236.277370	0.013881	4.7
414	-0.446696	236.001989	0.009457	5.3
415	-0.000000	235.727461	0.000000	4.7
416	-0.866825	235.453784	0.013748	5.2
417	-0.608038	235.180952	0.027557	4.3
418	-0.033592	234.908962	0.000776	5.1
419	-0.050036	234.637809	0.000458	5.3
420	-0.601413	234.367488	0.009532	5.2
421	-0.000000	234.097997	0.000000	4.2
422	-0.436938	233.829331	0.010860	5.1
423	-1.279176	233.561485	0.013012	4.9
424	-0.155849	233.294456	0.002962	4.5
425	-0.201018	233.028239	0.003525	4.9
426	-0.000000	232.762831	0.000000	5.2
427	-0.794734	232.498228	0.009021	5.4
428	-0.479901	232.234425	0.028153	4.4
429	-0.489288	231.971419	0.005858	4.9
430	-0.353490	231.709205	0.007586	5.3
431	-0.637007	231.447781	0.015065	6.3
432	-0.578126	231.187141	0.024021	4.8
433	-1.053983	230.927283	0.016855	4.8
434	-0.378731	230.668202	0.008565	6.0
435	-1.749449	230.409895	0.020998	6.1
436	-1.239237	230.152358	0.011122	4.9
437	-0.749976	229.895587	0.005482	5.0
438	-0.000700	229.639578	0.000056	5.1
439	-1.313812	229.384329	0.010623	6.1
440	-0.000000	229.129834	0.000000	5.5
441	-0.750329	228.876091	0.010400	5.2
442	-0.735012	228.623096	0.009494	4.9
443	-0.411775	228.370846	0.008446	5.0
444	-0.884689	228.119336	0.017431	4.7
445	-0.008083	227.868563	0.000868	5.0
446	-0.574589	227.618525	0.018131	6.1
447	-0.335241	227.369216	0.007471	5.2
448	-0.419585	227.120635	0.014436	4.9
449	-0.000000	226.872777	0.000000	4.8
450	-0.000000	226.625638	0.000000	4.9
451	-0.596363	226.379217	0.010487	4.8
452	-1.154340	226.133509	0.014851	5.1
453	-0.222223	225.888510	0.006211	6.1
454	-0.923494	225.644218	0.009505	5.3
455	-0.578977	225.400630	0.008147	5.3
456	-0.226068	225.157741	0.003634	4.9
457	-0.536829	224.915549	0.006135	4.9
458	-0.288886	224.674051	0.006053	4.9
459	-0.000000	224.433242	0.000000	4.9
460	-0.576703	224.193121	0.009296	4.7
461	-0.321606	223.953684	0.006765	5.6
462	-0.398600	223.714927	0.006073	6.2
463	-1.418320	223.476848	0.028098	5.4
464	-0.333712	223.239444	0.003258	6.1
465	-0.598136	223.002710	0.026395	6.1
466	-0.738796	222.766645	0.009392	6.0
467	-1.632544	222.531245	0.016023	5.1
468	-0.732469	222.296508	0.017360	4.8
469	-0.822103	222.062429	0.008134	5.3
470	-0.149084	221.829007	0.002651	5.5
471	-0.240048	221.596238	0.006357	5.2
472	-0.014845	221.364119	0.000189	5.4
473	-0.162683	221.132647	0.005196	7.5
474	-0.000000	220.901820	0.000000	6.2
475	-0.666525	220.671634	0.005817	5.6
476	-1.345559	220.442086	0.015791	5.4
477	-0.737932	220.213174	0.015223	5.4
478	-0.338673	219.984895	0.007425	5.2
479	-0.310167	219.757246	0.010056	5.3
480	-0.985491	219.530224	0.006961	5.5
481	-0.708581	219.303826	0.004467	6.2
482	-0.000000	219.078050	0.000000	6.0
483	-0.000000	218.852893	0.000000	4.6
484	-0.000000	218.628352	0.000000	4.2
485	-0.745868	218.404424	0.019866	5.0
486	-0.824921	218.181106	0.017045	4.9
487	-0.915156	217.958397	0.004020	4.8
488	-0.000000	217.736292	0.000000	4.1
489	-0.510759	217.514790	0.008838	4.8
490	-0.648997	217.293888	0.005336	5.2
491	-0.858834	217.073584	0.014743	5.7
492	-0.000000	216.853873	0.000000	5.9
493	-1.052535	216.634755	0.006701	5.9
494	-1.694660	216.416227	0.023278	4.9
495	-0.253257	216.198285	0.002808	5.5
496	-1.407192	215.980927	0.019550	5.8
497	-1.043669	215.764151	0.048527	5.8
498	-0.000000	215.547955	0.000000	4.8
499	-0.000000	215.332335	0.000000	4.2
500	-0.000000	215.117289	0.000000	5.4
501	-0.000000	214.902815	0.000000	5.9
502	-0.487281	214.688911	0.005395	5.9
503	-0.000000	214.475573	0.000000	5.0
504	-0.418800	214.262800	0.005441	5.8
505	-0.789494	214.050588	0.023869	5.7
506	-0.491528	213.838936	0.009232	5.7
507	-0.608263	213.627842	0.025351	5.7
508	-0.053336	213.417302	0.006277	6.0
509	-1.557046	213.207314	0.019797	6.3
510	-0.645459	212.997877	0.021841	6.0
511	-1.241878	212.788987	0.017465	5.8
512	-0.611872	212.580642	0.015411	7.5
513	-0.822866	212.372841	0.007984	5.7
514	-1.140434	212.165581	0.013577	5.1
515	-0.014424	211.958859	0.000059	4.9
516	-0.893474	211.752673	0.009144	5.0
517	-0.000000	211.547021	0.000000	4.9
518	-0.461208	211.341902	0.018496	5.3
519	-1.064240	211.137311	0.030434	4.9
520	-0.226649	210.933248	0.002006	5.7
521	-0.833249	210.729710	0.018283	6.0
522	-1.068698	210.526695	0.017765	5.9
523	-1.031750	210.324200	0.010236	5.3
524	-0.266628	210.122224	0.007038	5.4
525	-1.520278	209.920765	0.026977	4.9
526	-0.363607	209.719820	0.002470	4.8
527	-0.398340	209.519387	0.008394	5.1
528	-1.070238	209.319463	0.012631	5.4
529	-0.616839	209.120048	0.007979	5.7
530	-1.235756	208.921139	0.005490	5.2
531	-0.566689	208.722733	0.002877	5.9
532	-0.427644	208.524829	0.009811	5.3
533	-0.974811	208.327425	0.012672	5.7
534	-0.000000	208.130518	0.000000	5.4
535	-0.480332	207.934107	0.005200	6.3
536	-0.292298	207.738189	0.002817	5.6
537	-1.031893	207.542762	0.019482	5.4
538	-1.353433	207.347825	0.013223	5.9
539	-0.440563	207.153376	0.011727	5.2
540	-0.624594	206.959412	0.009267	5.2
541	-0.003548	206.765932	0.000336	5.0
542	-0.004305	206.572933	0.000011	5.0
543	-1.096384	206.380414	0.010029	4.9
544	-0.000000	206.188373	0.000000	4.8
545	-0.000000	205.996807	0.000000	3.9
546	-0.699355	205.805716	0.010306	4.9
547	-0.671330	205.615096	0.012927	4.5
548	-1.671018	205.424946	0.027887	4.4
549	-0.454336	205.235265	0.010896	5.0
550	-0.000000	205.046050	0.000000	5.1
551	-1.515863	204.857299	0.030787	5.3
552	-0.167784	204.669011	0.002551	5.4
553	-0.068985	204.481184	0.000296	4.9
554	-0.953771	204.293816	0.010453	5.8
555	-0.652000	204.106905	0.005625	5.0
556	-1.547142	203.920449	0.028085	4.5
557	-0.904945	203.734447	0.008199	4.4
558	-0.232877	203.548896	0.010808	5.4
559	-0.760752	203.363795	0.012947	5.9
560	-0.685154	203.179143	0.005512	6.3
561	-0.296262	202.994937	0.003068	5.9
562	-0.203599	202.811176	0.003875	5.1
563	-1.038343	202.627857	0.007147	5.7
564	-0.801567	202.444980	0.008145	5.1
565	-1.028603	202.262543	0.007465	5.7
566	-0.569375	202.080543	0.004177	5.6
567	-0.000000	201.898979	0.000000	5.4
568	-0.633178	201.717849	0.022673	5.6
569	-0.194651	201.537153	0.001422	5.4
570	-0.399875	201.356887	0.005163	5.2
571	-1.153805	201.177050	0.013594	5.1
572	-0.659142	200.997642	0.010740	4.6
573	-0.411649	200.818659	0.016241	4.9
574	-0.523552	200.640100	0.006800	5.3
575	-0.388043	200.461965	0.007073	5.1
576	-0.000000	200.284250	0.000000	4.9
577	-0.370470	200.106955	0.012271	4.9
578	-0.189328	199.930078	0.005770	5.0
579	-0.266245	199.753617	0.007660	4.7
580	-0.334100	199.577571	0.008093	4.9
581	-1.838161	199.401938	0.010650	5.9
582	-0.461842	199.226717	0.004644	5.5
583	-1.069310	199.051905	0.046336	5.2
584	-0.764936	198.877502	0.010229	5.3
585	-0.690694	198.703506	0.005872	5.6
586	-0.000000	198.529916	0.000000	5.0
587	-0.450581	198.356729	0.003728	5.2
588	-0.198803	198.183944	0.011702	4.9
589	-0.139366	198.011560	0.003447	4.9
590	-1.275797	197.839576	0.026784	5.2
591	-1.163187	197.667989	0.011194	5.5
592	-0.757134	197.496798	0.008289	5.0
593	-0.490338	197.326002	0.005798	5.2
594	-0.831480	197.155600	0.015243	5.3
595	-0.955346	196.985589	0.010997	4.9
596	-0.322505	196.815969	0.004740	5.3
597	-0.682204	196.646738	0.009837	5.0
598	-0.664213	196.477894	0.006647	5.4
