1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
405	-0.624403	40.589233	6.105075	0.009448	8.1
406	-0.627916	41.583824	6.008052	0.009500	8.6
407	-0.615769	40.705255	6.093595	0.007610	8.7
408	-0.621447	41.705190	5.996423	0.009827	8.0
409	-0.625468	40.826620	6.081634	0.011568	8.9
410	-0.609098	41.826620	5.984833	0.009401	10.2
411	-0.627359	42.826620	5.891066	0.008662	9.4
412	-0.634502	41.948051	5.973288	0.009168	9.2
413	-0.635529	41.411778	6.024614	0.008715	9.4
414	-0.634564	42.411778	5.929606	0.009785	8.7
415	-0.612078	41.533538	6.012883	0.008597	8.2
416	-0.645088	42.189992	5.950418	0.012542	8.2
417	-0.618373	41.311422	6.034317	0.011101	9.7
418	-0.633685	42.311422	5.939005	0.010939	8.8
419	-0.633078	41.432853	6.022580	0.007166	8.1
420	-0.634858	41.082376	6.056580	0.010846	8.2
421	-0.632238	40.231892	6.140703	0.011611	8.1
422	-0.613655	39.353377	6.230088	0.007734	8.9
423	-0.607932	40.353363	6.128545	0.009252	8.7
424	-0.617573	40.946261	6.069888	0.008277	8.5
425	-0.638881	40.067692	6.157214	0.009743	9.3
426	-0.626077	41.067522	6.058029	0.008155	8.7
427	-0.618228	42.067522	5.961973	0.008179	8.5
428	-0.609400	41.289450	6.036445	0.009442	8.4
429	-0.643122	40.410881	6.122805	0.009406	8.3
430	-0.609437	39.532312	6.211672	0.010654	8.2
431	-0.612859	38.653743	6.303156	0.009583	8.2
432	-0.618621	39.653743	6.199236	0.011402	8.2
433	-0.645651	40.653225	6.098738	0.011861	8.1
434	-0.618238	39.774656	6.186902	0.008010	8.2
435	-0.625962	38.896087	6.277653	0.007906	8.0
436	-0.620217	39.895423	6.174632	0.011369	8.1
437	-0.626998	39.178276	6.248216	0.018980	8.3
438	-0.613926	38.299707	6.340788	0.014537	8.1
439	-0.615140	37.421138	6.436144	0.012545	7.9
440	-0.620079	38.421138	6.327830	0.010643	7.9
441	-0.639395	37.542568	6.422794	0.012183	8.0
442	-0.613840	36.663999	6.520652	0.010533	8.7
443	-0.624477	35.785430	6.621538	0.012228	8.1
444	-0.633551	36.785430	6.506949	0.009416	8.1
445	-0.615167	35.906861	6.607408	0.006264	8.1
446	-0.624899	36.906850	6.493305	0.008608	9.2
447	-0.630096	37.906836	6.383077	0.009731	9.1
448	-0.620767	37.104992	6.471163	0.009697	8.2
449	-0.631554	36.226423	6.570511	0.010143	8.4
450	-0.614647	35.347853	6.672958	0.005827	8.9
451	-0.634731	36.347853	6.556599	0.013482	9.1
452	-0.643406	37.347853	6.444228	0.012133	8.3
453	-0.624626	36.469284	6.542745	0.010663	8.3
454	-0.621215	35.590715	6.644321	0.010985	8.4
455	-0.617529	36.590715	6.528949	0.008054	8.2
456	-0.635342	37.590713	6.417516	0.009800	7.9
457	-0.634003	38.590713	6.309823	0.012541	8.0
458	-0.640059	39.590713	6.205685	0.014079	8.0
